,Total_floor,Curent_floor,Price,TotalSq,LiveSq,KichSq,RoomSq,new_or_not,house_type,pass_elevator,gruz_elevator,balkon,lodgya,visokiy_potolok,sovmest_sanuz,razdeln_sanuz,exist_sanuz,do_metro_peshkom,do_metro_mashina,past_year,future_year,latitude,longitude,sell_type,phone,status_doma,repair,parking,view_window,otdelka,metro_name
381,9,1,3850000.0,35.4,19.5,9.0,19.5,вторичка,,0,0,0,0,,,1.0,,,20.0,,,55.475082,37.537874,свободная,нет,,косметический,,двор,,"Бунинская аллея,"
382,9,9,3850000.0,35.4,16.9,8.9,16.9,вторичка,,1,0,0,1,2.64,,1.0,,,,,,55.47624,37.303926,свободная,да,,косметический,,двор,,
383,22,2,3850000.0,38.0,20.0,8.0,,вторичка,панельный дом,2,1,1,0,,,1.0,,,,1969.0,,55.980382,37.156961,свободная,,,отсутствует,,двор,,"Пятницкое шоссе,"
384,18,18,3852360.0,34.8,17.5,8.6,17.5,новостройка,монолитный,1,1,0,0,,1.0,,,,5.0,1993.0,['2018'],55.541158,37.484935,свободная,,,,,двор,,"Бунинская аллея,"
385,21,17,3855920.0,31.4,18.1,4.0,18.1,новостройка,кирпично-монолитный,2,1,0,0,,1.0,,,,15.0,,['2018'],55.57668,37.481457,свободная,,,,,улица,,"Теплый Стан,"
386,16,5,3862040.0,36.4,12.5,9.1,12.5,новостройка,монолитный,1,1,0,1,,1.0,,,,20.0,,['2019'],55.925023,37.548865,свободная,,,,,двор,,"Алтуфьево,"
387,16,2,3864866.0,38.4,,,,новостройка,,1,1,1,1,,,,,,5.0,,['2017'],55.634011,37.414754,свободная,,,,,двор и улица,,"Саларьево,"
388,16,2,3864866.0,38.4,,,,новостройка,панельный дом,1,1,1,0,,1.0,,,,10.0,,[],55.633661,37.414421,свободная,,,,,двор,,"Саларьево,"
389,5,2,3870000.0,31.0,18.0,6.0,18,вторичка,,0,0,1,0,,1.0,,,,,,,55.980407,37.165082,свободная,,,косметический,,двор,,
390,18,6,3870900.0,34.5,17.6,5.5,17.6,новостройка,монолитный,1,1,0,0,,1.0,,,,5.0,1965.0,['2018'],55.541158,37.484935,свободная,,,,,двор,,"Бунинская аллея,"
391,16,2,3875943.0,38.5,14.5,10.6,14.52,новостройка,панельный дом,1,1,1,0,,1.0,,,,10.0,,[],55.633661,37.414421,свободная,,,,,двор,,"Саларьево,"
392,23,14,52500000.0,215.0,137.0,16.0,137,вторичка,,2,1,0,2,,3.0,,,24.0,,,,55.715525,37.477103,свободная,,,отсутствует,подземная,двор,,"Славянский бульвар,"
393,3,2,4095000.0,35.6,14.5,13.8,14.5,вторичка,,0,0,0,0,2.9,1.0,,,,25.0,2010.0,,55.519152,37.392499,свободная,нет,,евроремонт,,двор,,"Теплый Стан,"
394,32,10,28990000.0,101.0,63.0,10.0,63,вторичка,монолитный,1,1,0,0,,,2.0,,12.0,,2016.0,,55.806241,37.545294,свободная,да,,евроремонт,,улица,,"Аэропорт,"
395,17,4,3878550.0,39.8,15.7,9.4,,новостройка,кирпично-монолитный,1,1,0,0,,1.0,,,,15.0,,['2017'],55.511517,37.568377,переуступка,,,,,,,"Аннино,"
396,16,2,3879958.0,37.2,17.6,11.1,,новостройка,монолитный,1,1,0,0,,1.0,,,15.0,,,[],55.523648,37.510957,свободная,,,,,двор и улица,,"Бунинская аллея,"
397,17,2,3895360.0,41.4,,,,новостройка,,0,0,0,0,,,,,,,,['2018'],55.620652,37.266062,свободная,,,,,,,
398,15,6,38968004101869.0,43.0,,,,новостройка,кирпично-монолитный,1,1,1,0,,,1.0,,10.0,,,['2019'],55.590994,37.452291,свободная,,,,,улица,,"Саларьево,"
399,18,13,3899000.0,44.0,20.0,12.5,20,вторичка,,1,1,0,1,2.7,1.0,,,,12.0,,,55.49312,37.554169,свободная,,,косметический,наземная,двор,,"Бульвар Дмитрия Донского,"
400,12,11,3900000.0,35.0,18.0,9.0,18,вторичка,,1,1,0,0,2.58,,1.0,,25.0,,2015.0,,55.580991,37.669297,свободная,да,,косметический,наземная,двор,,"Улица Академика Янгеля,"
401,4,4,3900000.0,32.0,18.0,6.0,18,вторичка,,0,0,0,1,,1.0,,,,10.0,1976.0,,55.577663,37.658015,свободная,да,,косметический,,двор,,"Пражская,"
402,12,11,3900000.0,36.0,20.0,10.0,20,вторичка,,0,0,1,0,,1.0,,,,,1963.0,,55.51067,37.567276,свободная,,,косметический,,двор,,
403,4,4,3900000.0,32.0,18.0,6.0,18,вторичка,,0,0,1,0,,1.0,,,,10.0,1973.0,,55.577663,37.658015,свободная,да,,косметический,,двор,,"Пражская,"
404,5,3,3900000.0,18.0,14.0,2.0,14,вторичка,кирпичный,0,0,0,0,,,,нет,10.0,,1963.0,,55.849332,37.44506,свободная,нет,,косметический,,двор и улица,,"Сходненская,"
405,12,9,3900000.0,40.0,21.0,8.5,21,вторичка,,1,1,0,1,2.7,,1.0,,,10.0,1960.0,,55.631915,37.801305,свободная,да,,косметический,наземная,двор,,"Текстильщики,"
406,3,3,3900000.0,44.1,19.6,16.0,,вторичка,панельный дом,0,0,0,1,,,1.0,,,30.0,1982.0,,55.434686,37.326967,свободная,да,,,,двор,,"Теплый Стан,"
407,9,3,3900000.0,38.0,20.0,6.0,20,вторичка,,1,0,1,0,,1.0,,,,,,,55.596569,37.162459,свободная,,,косметический,,двор,,
408,12,11,3900000.0,35.0,19.3,9.0,19.3,вторичка,,1,1,1,0,2.48,,1.0,,,,1978.0,,55.580991,37.669297,свободная,да,,косметический,,двор,,
409,21,16,3900000.0,45.0,17.0,11.0,17,вторичка,монолитный,1,1,0,0,3.0,1.0,,,,10.0,1976.0,,55.495098,37.554439,свободная,,,отсутствует,наземная,двор,,"Бунинская аллея,"
410,5,3,3900000.0,31.6,20.3,6.0,20.3,вторичка,,0,0,1,0,2.64,1.0,,,,8.0,2015.0,,55.638333,37.378207,свободная,да,,отсутствует,,двор,,"Саларьево,"
411,5,5,3900000.0,17.1,12.9,,12.9,вторичка,,0,0,0,0,,1.0,,,10.0,,1966.0,,55.6973,37.75523,свободная,,,косметический,,,,"Волжская,"
412,12,12,3900000.0,42.2,21.9,8.7,21.9,вторичка,,2,0,0,1,2.7,,1.0,,,10.0,1968.0,,55.586252,37.674247,свободная,да,,евроремонт,наземная,двор,,"Царицыно,"
413,22,19,3900000.0,28.0,18.0,4.0,18,вторичка,монолитный,2,2,0,1,2.75,1.0,,,,,1983.0,,55.502666,37.538287,свободная,да,,евроремонт,подземная,двор,,"Бунинская аллея,"
414,16,11,3900000.0,36.0,19.0,10.0,19,вторичка,,1,1,0,1,2.7,1.0,,,,15.0,2016.0,,55.631076,37.7987,свободная,да,,косметический,наземная,улица,,"Братиславская,"
415,12,5,3900000.0,38.7,20.6,8.6,,вторичка,панельный дом,1,0,0,1,,,,,22.0,,1988.0,,55.631915,37.801305,свободная,да,,,,улица,,"Алма-Атинская,"
416,9,1,3900000.0,33.3,19.0,6.6,19,вторичка,,1,0,0,0,2.64,1.0,,,,15.0,,,55.647681,37.413152,свободная,да,,косметический,,двор,,"Юго-Западная,"
417,19,5,3900000.0,27.9,19.2,5.0,14.2,вторичка,,1,1,0,1,2.65,1.0,,,,10.0,1973.0,,55.504206,37.539042,свободная,нет,,косметический,наземная,улица,,"Бунинская аллея,"
418,3,3,3900000.0,42.1,15.0,14.0,15.0,новостройка,кирпичный,0,0,0,0,,1.0,,,,20.0,,[],55.519412,37.395328,свободная,,,,,двор,,"Теплый Стан,"
419,5,3,3900000.0,32.0,18.0,6.0,18,вторичка,кирпичный,0,0,1,0,,1.0,,,,10.0,,,55.651257,37.698016,свободная,,,косметический,наземная,двор,,"Марьино,"
420,17,9,7700000.0,57.0,34.0,10.0,34,вторичка,,1,0,0,1,2.64,,1.0,,,10.0,1964.0,,55.876092,37.511374,альтернатива,,,косметический,,двор,,"Петровско-Разумовская,"
421,5,3,6290000.0,31.0,18.0,6.0,18,вторичка,,0,0,1,0,2.7,1.0,,,3.0,,1988.0,,55.739919,37.479295,свободная,,,дизайнерский,наземная,двор,,"Филевский парк,"
422,36,14,2200000123888820.0,150.0,100.0,15.0,100,вторичка,монолитный,1,1,0,0,3.3,2.0,,,14.0,,1960.0,,55.714764,37.506262,свободная,,,дизайнерский,подземная,двор и улица,,"Ломоносовский проспект,"
423,9,9,3900000.0,35.1,17.5,8.6,17.5,новостройка,,1,1,0,0,,1.0,,,28.0,,2014.0,['2017'],55.541025,37.486921,договор ЖСК,,,,,двор,,"Бунинская аллея,"
424,22,6,3900000.0,44.0,18.0,11.5,18,вторичка,,2,2,0,1,3.0,1.0,,,,,,,55.502666,37.538287,свободная,да,,отсутствует,наземная,двор и улица,,
425,5,4,3900000.0,46.0,30.0,6.0,32,вторичка,,0,0,0,1,2.8,,1.0,,,30.0,2016.0,,55.465509,36.938356,свободная,да,,косметический,наземная,двор и улица,,"Юго-Западная,"
426,19,16,3900000.0,29.7,20.0,,,вторичка,кирпично-монолитный,1,1,0,1,2.75,1.0,,,,,1975.0,,55.504206,37.539042,свободная,,,отсутствует,,двор,,"Бунинская аллея,"
427,17,3,3900792.0,37.2,,,,новостройка,панельный дом,1,1,1,0,,1.0,1.0,,,12.0,,['2018'],55.701678,37.940106,свободная,,,,,двор и улица,,"Выхино,"
428,11,3,3905800.0,33.1,19.2,3.9,19.200000000000003,новостройка,кирпично-монолитный,2,1,0,0,,1.0,,,,15.0,,['2018'],55.57668,37.481457,свободная,,,,,улица,,"Теплый Стан,"
429,17,17,3906578.0,25.2,14.0,,13.97,новостройка,монолитный,1,1,0,1,,1.0,,,,4.0,,['2019'],55.670397,37.774751,свободная,,,,,двор,,"Люблино,"
430,17,16,3910000.0,39.1,19.0,9.4,19,новостройка,монолитный,1,1,0,1,,1.0,,,,15.0,,['2017'],55.511517,37.568377,214-ФЗ,,,,подземная,двор,,"Аннино,"
431,17,14,3910370.0,33.0,,,,новостройка,панельный дом,1,1,1,0,,1.0,,,,20.0,,[],55.703309,37.937965,свободная,,,,,двор,,"Выхино,"
432,13,7,3911460.0,38.9,17.6,10.6,17.55,новостройка,монолитный,1,1,0,1,2.8,,1.0,,,20.0,,['2018'],55.518242,37.355143,переуступка,,,,подземная,,,"Теплый Стан,"
433,15,2,3914027.0,43.0,,,,новостройка,кирпично-монолитный,1,1,1,0,,,1.0,,,7.0,,['2019'],55.569153,37.495383,свободная,,,,,улица,,"Бунинская аллея,"
434,17,16,3926715.0,25.4,14.0,,14,новостройка,монолитный,1,1,0,1,,1.0,,,,4.0,,['2019'],55.670397,37.774751,свободная,,,,,двор,,"Люблино,"
435,17,2,3939540.0,41.9,,,,новостройка,,0,0,0,0,,,,,,,,['2018'],55.620652,37.266062,свободная,,,,,,,
436,16,2,3941280.0,35.7,14.2,12.6,14.2,новостройка,монолитный,1,1,0,1,,1.0,,,,20.0,,['2019'],55.925023,37.548865,свободная,,,,,двор,,"Алтуфьево,"
437,7,5,39435004151096.0,40.0,,,,новостройка,кирпично-монолитный,1,1,1,0,,,1.0,,10.0,,,['2018'],55.593692,37.459869,свободная,,,,,улица,,"Саларьево,"
438,11,2,3945000.0,26.3,11.0,3.9,11,новостройка,кирпично-монолитный,2,1,0,0,,1.0,,,,15.0,,['2017'],55.57668,37.481457,свободная,,,,,двор,,"Теплый Стан,"
439,11,3,3948780.0,34.1,19.6,4.6,19.6,новостройка,кирпично-монолитный,2,1,0,0,,1.0,,,,15.0,,['2018'],55.57668,37.481457,свободная,,,,,двор,,"Теплый Стан,"
440,9,2,3950000.0,42.0,25.0,6.6,25,вторичка,панельный дом,0,0,1,0,,,,нет,,40.0,,,55.431101,36.868728,свободная,,,косметический,наземная,,,"Саларьево,"
441,19,18,3950000.0,37.8,17.0,10.0,17,вторичка,,1,1,0,1,,1.0,,,,15.0,1986.0,,55.504206,37.539042,свободная,,,отсутствует,,двор,,"Бунинская аллея,"
442,4,1,3950000.0,55.2,29.2,13.0,29.22,новостройка,монолитный,0,0,1,0,,,1.0,,,15.0,,['2017'],55.552113,37.339166,переуступка,,,,,двор,есть,"Румянцево,"
443,4,3,3950000.0,63.0,33.0,11.6,33,вторичка,,0,0,0,1,,,1.0,,20.0,,,,55.628688,37.461544,свободная,нет,апартаменты,отсутствует,наземная,двор,,"Румянцево,"
444,9,9,3950000.0,61.0,25.0,12.4,23.8,вторичка,,1,1,0,2,3.0,,1.0,,,,,,55.419999,37.41025,свободная,да,,отсутствует,наземная,двор,,
445,15,14,3952464.0,39.0,,,,новостройка,кирпично-монолитный,1,1,1,0,,,1.0,,,7.0,2014.0,['2019'],55.569153,37.495383,свободная,,,,,улица,,"Бунинская аллея,"
446,24,17,3953040.0,31.2,,,,новостройка,кирпично-монолитный,2,1,0,0,,1.0,,,,15.0,,['2017'],55.57668,37.481457,свободная,,,,,улица,,"Теплый Стан,"
447,32,21,3954982.0,28.1,20.2,,20.21,новостройка,кирпично-монолитный,1,2,0,0,,1.0,,,20.0,,,['2018'],55.645719,37.704716,свободная,,,,,двор,,"Марьино,"
448,12,2,6300000.0,38.0,20.0,10.0,20,вторичка,блочный,1,0,0,0,,1.0,,,5.0,,,,55.846138,37.492015,альтернатива,нет,,косметический,,улица,,"Водный стадион,"
449,5,5,12900000.0,63.9,37.2,9.0,37.2,вторичка,кирпичный,0,0,0,0,,,1.0,,5.0,,,,55.728586,37.633634,альтернатива,,,косметический,,двор,,"Павелецкая,"
450,17,2,14900000.0,80.0,50.0,15.0,50,вторичка,,2,2,1,2,3.0,,2.0,,15.0,,1958.0,,55.831873,37.500441,свободная,да,,косметический,,двор,,"Войковская,"
451,32,32,3955586.0,27.3,19.9,,19.93,новостройка,кирпично-монолитный,1,2,0,0,,1.0,,,20.0,,2014.0,['2018'],55.645719,37.704716,свободная,,,,,двор,,"Марьино,"
452,16,4,3957282.0,38.6,,,,новостройка,,1,1,1,1,,,,,,5.0,,['2017'],55.634011,37.414754,свободная,,,,,двор и улица,,"Саларьево,"
453,18,14,3958689.0,43.2,28.3,5.6,28.29,новостройка,монолитный,1,1,1,0,,,1.0,,,30.0,,['2018'],55.966409,37.150548,свободная,,,,,улица,,"Пятницкое шоссе,"
454,16,4,3959334.0,38.6,,,,новостройка,,1,1,1,1,,,,,,5.0,,['2017'],55.634011,37.414754,свободная,,,,,двор и улица,,"Саларьево,"
455,17,2,3960000.0,34.6,17.1,,17.1,новостройка,монолитный,2,1,0,1,,1.0,,,18.0,,,['2018'],55.642677,37.388906,214-ФЗ,,,,,,,"Тропарево,"
456,17,5,3961000.0,37.2,19.1,6.9,19.1,новостройка,панельный дом,1,1,1,0,,1.0,,,,20.0,,['2018'],55.703309,37.937965,214-ФЗ,,,,,двор,,"Выхино,"
457,16,1,3961334.0,47.0,26.0,,,новостройка,монолитный,1,1,1,0,,,1.0,,,7.0,,['2019'],55.565334,37.494343,свободная,,,,,улица,,"Бунинская аллея,"
458,32,12,3970565.0,31.5,21.9,,21.87,новостройка,кирпично-монолитный,1,2,0,0,,1.0,,,20.0,,,['2018'],55.645719,37.704716,свободная,,,,,двор,,"Марьино,"
459,16,9,3973288.0,40.0,20.0,,,новостройка,монолитный,1,1,1,0,,,1.0,,,7.0,,['2019'],55.565523,37.495502,свободная,,,,,улица,,"Бунинская аллея,"
460,19,2,3983208.0,34.8,17.1,10.3,17.1,новостройка,монолитный,1,1,1,0,,1.0,,,,15.0,,[],55.642677,37.388906,свободная,,,,,двор,,"Саларьево,"
461,3,3,3987212.0,37.3,16.0,9.0,16,вторичка,кирпично-монолитный,0,0,0,1,,1.0,,,15.0,,,,55.550748,37.499201,свободная,нет,,,,двор,,"Бунинская аллея,"
462,17,13,3987500.0,31.9,15.6,7.1,15.6,вторичка,,1,1,0,1,2.7,1.0,,,,,,,55.701841,37.936196,свободная,,,отсутствует,наземная,улица,,"Выхино,"
463,17,17,3987500.0,31.9,15.6,7.1,15.6,вторичка,панельный дом,1,1,0,1,,1.0,,,,20.0,2016.0,,55.701841,37.936196,свободная,нет,,,,двор,,"Лермонтовский проспект,"
464,25,8,3988160.0,24.2,11.7,4.0,11.7,новостройка,монолитный,2,2,0,0,,1.0,,,5.0,,,['2019'],55.584426,37.604404,свободная,,,,,двор,,"Аннино,"
